"Group","Type","CurrentGameVersion","ID","Loader","CurrentVersion","Name","Description","Category","Jar","NextVersion","NextVersionUrl","NextGameVersion","LatestVersion","LatestVersionUrl","LatestGameVersion","Url","CurrentVersionUrl","UrlDirect","CurrentDependencies","CurrentDependenciesRequired","CurrentDependenciesOptional","LatestDependencies","LatestDependenciesRequired","LatestDependenciesOptional","Host","ApiSource","ClientSide","ServerSide","Title","ProjectDescription","IconUrl","IssuesUrl","SourceUrl","WikiUrl","AvailableGameVersions","RecordHash"
"required","shaderpack","1.21.11","complementary-unbound","iris","r5.5.1","Complementary Shaders - Unbound","","Shaders","ComplementaryUnbound_r5.5.1.zip","","","","r5.5.1","https://cdn.modrinth.com/data/R6NEzAwj/versions/1ng9gVp7/ComplementaryUnbound_r5.5.1.zip","1.8.9","https://modrinth.com/shader/complementary-unbound","https://cdn.modrinth.com/data/R6NEzAwj/versions/1ng9gVp7/ComplementaryUnbound_r5.5.1.zip","","","","","","","","modrinth","modrinth","required","unsupported","Complementary Shaders - Unbound","Transforming the visuals of Minecraft with exceptional quality, detail, and performance.","https://cdn.modrinth.com/data/R6NEzAwj/c85ce4049aac76360d2cd24fd9a7003de01ef312_96.webp","","https://github.com/ComplementaryDevelopment/ComplementaryReimagined","","1.10,1.10.1,1.10.2,1.11,1.11.1,1.11.2,1.12,1.12.1,1.12.2,1.13,1.13.1,1.13.2,1.14,1.14.1,1.14.2,1.14.3,1.14.4,1.15,1.15.1,1.15.2,1.16,1.16.1,1.16.2,1.16.3,1.16.4,1.16.5,1.17,1.17.1,1.18,1.18.1,1.18.2,1.19,1.19.1,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.10,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9,1.7.10,1.7.2,1.7.3,1.7.4,1.7.5,1.7.6,1.7.7,1.7.8,1.7.9,1.8,1.8.1,1.8.2,1.8.3,1.8.4,1.8.5,1.8.6,1.8.7,1.8.8,1.8.9,1.9,1.9.1,1.9.2,1.9.3,1.9.4","9004563b775d5b552d9f5e4c8ec1cf2b3ba7aa2047e616a807011e12c57dcb92"
"required","server","1.21.7","minecraft-server-1.21.7","","latest","Minecraft Server","","Infrastructure","","","","","","","","https://piston-data.mojang.com/v1/objects/05e4b48fbc01f0385adb74bcff9751d34552486c/server.jar","","","","","","","","","modrinth","modrinth","optional","optional","Minecraft Server","","","","","","","58c19321692f94314b04db6f6f61e63e933d55530617f372bca398567836923e"
"required","server","1.21.8","minecraft-server-1.21.8","","latest","Minecraft Server","","Infrastructure","","","","","","","","https://piston-data.mojang.com/v1/objects/6bce4ef400e4efaa63a13d5e6f6b500be969ef81/server.jar","","","","","","","","","modrinth","modrinth","optional","optional","Minecraft Server","","","","","","","475366ac2b5e97f8c6be1b832d84fff246318c7f9f096bd7e7d4ef30781a5fbf"
"required","launcher","1.21.7","fabric-server-launcher-1.21.7","fabric","0.17.3","Fabric Server Launcher","Fabric server launcher for 1.21.7 (loader 0.17.3)","Infrastructure","fabric-server-mc.1.21.7-loader.0.17.3-launcher.1.1.0.jar","","","","","","","https://meta.fabricmc.net/v2/versions/loader/1.21.7/0.17.3/1.1.0/server/jar","","","","","","","","","fabric","modrinth","optional","optional","Fabric Server","","","","","","","b4543cd1dc9b53810390deeb9bd056b62b19d1f8d228422d678d9dd60b0b6106"
"required","launcher","1.21.8","fabric-server-launcher-1.21.8","fabric","0.17.3","Fabric Server Launcher","Fabric server launcher for 1.21.8 (loader 0.17.3)","Infrastructure","fabric-server-mc.1.21.8-loader.0.17.3-launcher.1.1.0.jar","","","","","","","https://meta.fabricmc.net/v2/versions/loader/1.21.8/0.17.3/1.1.0/server/jar","","","","","","","","","fabric","modrinth","optional","optional","Fabric Server","","","","","","","25595d7c30557098b0f7b2fa865e0d61169b3a29bed0ac2624f7d415151b0649"
"server","server","1.21.9","minecraft-server","vanilla","1.21.9","Minecraft Server","Official Minecraft Server JAR for 1.21.9","server","minecraft_server.1.21.9.jar","","","","","","","https://piston-data.mojang.com/v1/objects/11e54c2081420a4d49db3007e66c80a22579ff2a/server.jar","https://piston-data.mojang.com/v1/objects/11e54c2081420a4d49db3007e66c80a22579ff2a/server.jar","","","","","","","","mojang","mojang","optional","required","Minecraft Server 1.21.9","Official Minecraft Java Edition Server","","","","","1.21.9","f10e0286cd7177cb1ba56011f24f00382630a1798f1a02d7f3abc65fe45fc6f4"
"server","server","1.21.10","minecraft-server","vanilla","1.21.10","Minecraft Server","Official Minecraft Server JAR for 1.21.10","server","minecraft_server.1.21.10.jar","","","","","","","https://piston-data.mojang.com/v1/objects/95495a7f485eedd84ce928cef5e223b757d2f764/server.jar","https://piston-data.mojang.com/v1/objects/95495a7f485eedd84ce928cef5e223b757d2f764/server.jar","","","","","","","","mojang","mojang","optional","required","Minecraft Server 1.21.10","Official Minecraft Java Edition Server","","","","","1.21.10","9f1c6cae9ddda61f81f2b30048ae119557aa7e0c88965eb69ec028471bab5023"
"server","launcher","1.21.9","fabric-launcher","fabric","0.17.3","Fabric Server Launcher","Fabric server launcher for 1.21.9 (loader 0.17.3)","server","fabric-server-mc.1.21.9-loader.0.17.3.jar","","","","","","","https://meta.fabricmc.net/v2/versions/loader/1.21.9/0.17.3/1.1.0/server/jar","https://meta.fabricmc.net/v2/versions/loader/1.21.9/0.17.3/1.1.0/server/jar","","","","","","","","fabric","fabric","unsupported","required","Fabric Launcher 1.21.9","Fabric mod loader for Minecraft 1.21.9","","","","","1.21.9","36c8b9264886166f2c27370128451e48160d77b47ea5e72ea13a8a8f5f0557f5"
"server","launcher","1.21.10","fabric-launcher","fabric","0.17.3","Fabric Server Launcher","Fabric server launcher for 1.21.10 (loader 0.17.3)","server","fabric-server-mc.1.21.10-loader.0.17.3.jar","","","","","","","https://meta.fabricmc.net/v2/versions/loader/1.21.10/0.17.3/1.1.0/server/jar","https://meta.fabricmc.net/v2/versions/loader/1.21.10/0.17.3/1.1.0/server/jar","","","","","","","","fabric","fabric","unsupported","required","Fabric Launcher 1.21.10","Fabric mod loader for Minecraft 1.21.10","","","","","1.21.10","78e99ec9b0df4760f35e8792eecda044f7e74fd1ed529c18a254841aa2d79368"
"infrastructure","jdk","","jdk-17-windows","","17.0.16+8","OpenJDK 17 (windows)","Eclipse Temurin JDK 17 for windows","windows","OpenJDK17U-jdk_x64_windows_hotspot_17.0.16_8.zip","","","","","","","https://github.com/adoptium/temurin17-binaries/releases/download/jdk-17.0.16%2B8/OpenJDK17U-jdk_x64_windows_hotspot_17.0.16_8.zip","https://github.com/adoptium/temurin17-binaries/releases/download/jdk-17.0.16%2B8/OpenJDK17U-jdk_x64_windows_hotspot_17.0.16_8.zip","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 17","OpenJDK 17 build by Eclipse Adoptium for windows (x64)","","","https://github.com/adoptium/temurin17-binaries","https://adoptium.net/","","7192ae563ff0b1962b026eeae82052b46bbf38bf23b688dabf8cd9af0f593ff6"
"infrastructure","jdk","","jdk-17-linux","","17.0.16+8","OpenJDK 17 (linux)","Eclipse Temurin JDK 17 for linux","linux","OpenJDK17U-jdk_x64_linux_hotspot_17.0.16_8.tar.gz","","","","","","","https://github.com/adoptium/temurin17-binaries/releases/download/jdk-17.0.16%2B8/OpenJDK17U-jdk_x64_linux_hotspot_17.0.16_8.tar.gz","https://github.com/adoptium/temurin17-binaries/releases/download/jdk-17.0.16%2B8/OpenJDK17U-jdk_x64_linux_hotspot_17.0.16_8.tar.gz","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 17","OpenJDK 17 build by Eclipse Adoptium for linux (x64)","","","https://github.com/adoptium/temurin17-binaries","https://adoptium.net/","","bc9b516a3171be03a6e4dccf0a5efa5b7e20d3b1abc6ee8709fab6aed034a247"
"infrastructure","jdk","","jdk-17-mac","","17.0.16+8","OpenJDK 17 (mac)","Eclipse Temurin JDK 17 for mac","mac","OpenJDK17U-jdk_x64_mac_hotspot_17.0.16_8.tar.gz","","","","","","","https://github.com/adoptium/temurin17-binaries/releases/download/jdk-17.0.16%2B8/OpenJDK17U-jdk_x64_mac_hotspot_17.0.16_8.tar.gz","https://github.com/adoptium/temurin17-binaries/releases/download/jdk-17.0.16%2B8/OpenJDK17U-jdk_x64_mac_hotspot_17.0.16_8.tar.gz","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 17","OpenJDK 17 build by Eclipse Adoptium for mac (x64)","","","https://github.com/adoptium/temurin17-binaries","https://adoptium.net/","","ce0259bd37a94598ae44631535e2f075866c1df717d623cdc759a3aa45753ec7"
"infrastructure","jdk","","jdk-21-windows","","21.0.8+9.0.LTS","OpenJDK 21 (windows)","Eclipse Temurin JDK 21 for windows","windows","OpenJDK21U-jdk_x64_windows_hotspot_21.0.8_9.zip","","","","","","","https://github.com/adoptium/temurin21-binaries/releases/download/jdk-21.0.8%2B9/OpenJDK21U-jdk_x64_windows_hotspot_21.0.8_9.zip","https://github.com/adoptium/temurin21-binaries/releases/download/jdk-21.0.8%2B9/OpenJDK21U-jdk_x64_windows_hotspot_21.0.8_9.zip","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 21","OpenJDK 21 build by Eclipse Adoptium for windows (x64)","","","https://github.com/adoptium/temurin21-binaries","https://adoptium.net/","","4a3c063c899a3697dd1f429d548d8d42599abc63bea200c34db566782aa69417"
"infrastructure","jdk","","jdk-21-linux","","21.0.8+9.0.LTS","OpenJDK 21 (linux)","Eclipse Temurin JDK 21 for linux","linux","OpenJDK21U-jdk_x64_linux_hotspot_21.0.8_9.tar.gz","","","","","","","https://github.com/adoptium/temurin21-binaries/releases/download/jdk-21.0.8%2B9/OpenJDK21U-jdk_x64_linux_hotspot_21.0.8_9.tar.gz","https://github.com/adoptium/temurin21-binaries/releases/download/jdk-21.0.8%2B9/OpenJDK21U-jdk_x64_linux_hotspot_21.0.8_9.tar.gz","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 21","OpenJDK 21 build by Eclipse Adoptium for linux (x64)","","","https://github.com/adoptium/temurin21-binaries","https://adoptium.net/","","96d56df0ae0858eb2a0d30701c8a28caf95034311f66c5a890b5ed97af58dd57"
"infrastructure","jdk","","jdk-21-mac","","21.0.8+9.0.LTS","OpenJDK 21 (mac)","Eclipse Temurin JDK 21 for mac","mac","OpenJDK21U-jdk_x64_mac_hotspot_21.0.8_9.tar.gz","","","","","","","https://github.com/adoptium/temurin21-binaries/releases/download/jdk-21.0.8%2B9/OpenJDK21U-jdk_x64_mac_hotspot_21.0.8_9.tar.gz","https://github.com/adoptium/temurin21-binaries/releases/download/jdk-21.0.8%2B9/OpenJDK21U-jdk_x64_mac_hotspot_21.0.8_9.tar.gz","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 21","OpenJDK 21 build by Eclipse Adoptium for mac (x64)","","","https://github.com/adoptium/temurin21-binaries","https://adoptium.net/","","ed97a32a1841f7dbad5709c5f052726fbf2027bec22dfd2d4591cf270978addc"
"infrastructure","jdk","","jdk-22-windows","","22.0.2+9","OpenJDK 22 (windows)","Eclipse Temurin JDK 22 for windows","windows","OpenJDK22U-jdk_x64_windows_hotspot_22.0.2_9.zip","","","","","","","https://github.com/adoptium/temurin22-binaries/releases/download/jdk-22.0.2%2B9/OpenJDK22U-jdk_x64_windows_hotspot_22.0.2_9.zip","https://github.com/adoptium/temurin22-binaries/releases/download/jdk-22.0.2%2B9/OpenJDK22U-jdk_x64_windows_hotspot_22.0.2_9.zip","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 22","OpenJDK 22 build by Eclipse Adoptium for windows (x64)","","","https://github.com/adoptium/temurin22-binaries","https://adoptium.net/","","1047e4b8a53c554641a1634564fabff2dda1e54e7e5c8f4f24b5374f6b2c3f13"
"infrastructure","jdk","","jdk-22-linux","","22.0.2+9","OpenJDK 22 (linux)","Eclipse Temurin JDK 22 for linux","linux","OpenJDK22U-jdk_x64_linux_hotspot_22.0.2_9.tar.gz","","","","","","","https://github.com/adoptium/temurin22-binaries/releases/download/jdk-22.0.2%2B9/OpenJDK22U-jdk_x64_linux_hotspot_22.0.2_9.tar.gz","https://github.com/adoptium/temurin22-binaries/releases/download/jdk-22.0.2%2B9/OpenJDK22U-jdk_x64_linux_hotspot_22.0.2_9.tar.gz","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 22","OpenJDK 22 build by Eclipse Adoptium for linux (x64)","","","https://github.com/adoptium/temurin22-binaries","https://adoptium.net/","","be56ec4242cb70b1a4f17948af760c0497aea381f8a1b849a86c8a5c5ce7fc70"
"infrastructure","jdk","","jdk-22-mac","","22.0.2+9","OpenJDK 22 (mac)","Eclipse Temurin JDK 22 for mac","mac","OpenJDK22U-jdk_x64_mac_hotspot_22.0.2_9.tar.gz","","","","","","","https://github.com/adoptium/temurin22-binaries/releases/download/jdk-22.0.2%2B9/OpenJDK22U-jdk_x64_mac_hotspot_22.0.2_9.tar.gz","https://github.com/adoptium/temurin22-binaries/releases/download/jdk-22.0.2%2B9/OpenJDK22U-jdk_x64_mac_hotspot_22.0.2_9.tar.gz","","","","","","","","adoptium","adoptium","optional","required","Eclipse Temurin JDK 22","OpenJDK 22 build by Eclipse Adoptium for mac (x64)","","","https://github.com/adoptium/temurin22-binaries","https://adoptium.net/","","fdce4a3d19351474a708053c4e59915d5fa1b04464e4db34142956e2088b2358"
"required","mod","1.21.11","bale-of-sugar-cane","fabric","1.0.0","Bale of Sugar Cane","","Storage","baleofsugarcane-v1.0.0-fabric-1.21.5.jar","","","26.1.2","1.0.0","https://cdn.modrinth.com/data/NLiB957M/versions/PHCllJKu/baleofsugarcane-v1.0.0-fabric-1.21.5.jar","1.21.11","https://modrinth.com/mod/bale-of-sugar-cane","https://cdn.modrinth.com/data/NLiB957M/versions/PHCllJKu/baleofsugarcane-v1.0.0-fabric-1.21.5.jar","","","","","","","","modrinth","modrinth","required","required","Bale of Sugar Cane","This mod adds a bale of sugar cane for better storage of sugar cane!","https://cdn.modrinth.com/data/NLiB957M/2cdcf3848c2df83ce9b89fc095620724e39b0d1e.png","","","","","2c430ec21cf2eeb2b09eb51d9203aa9d37d6627ad9f0b56fae90690a5e19a11c"
"required","datapack","1.21.11","better-gold-recycling","fabric","3.2+mod","Better Gold Recycling","","Recycling","better-gold-recycling-3.2.jar","","","","3.2+mod","https://cdn.modrinth.com/data/1IZygUPY/versions/CrOYdewH/better-gold-recycling-3.2.jar","1.21.9","https://modrinth.com/datapack/better-gold-recycling","https://cdn.modrinth.com/data/1IZygUPY/versions/CrOYdewH/better-gold-recycling-3.2.jar","","","","","","","","modrinth","modrinth","optional","required","Better Gold Recycling","Smelt larger gold items for ingots and smaller items for nuggets","https://cdn.modrinth.com/data/1IZygUPY/bb3b149d385785bee5aaa1af8d809933f1d5ca1a_96.webp","https://github.com/not-blue/better-gold-recycling/issues","https://github.com/not-blue/better-gold-recycling","","1.21.9,1.21.10,1.21.11,26.1,26.1.1,26.1.2","0ab81a53921ab2cf965fdcb5ff78ef88a31abf59f1acc80d6056cde536873b50"
"required","mod","1.21.11","reinforced-chests","fabric","4.0.0-beta+1.21.11","Reinforced Chests","","Storage","reinforced-chests-4.0.0-beta+1.21.11.jar","","","26.1.2","4.0.0-beta+1.21.11","https://cdn.modrinth.com/data/FWtAXlpg/versions/wwOnuAsE/reinforced-chests-4.0.0-beta%2B1.21.11.jar","1.21.11","https://modrinth.com/mod/reinforced-chests","https://cdn.modrinth.com/data/FWtAXlpg/versions/wwOnuAsE/reinforced-chests-4.0.0-beta%2B1.21.11.jar","","required: 9s6osm5g,P7dR8mSH; optional: mOgUt4GM","","","","","","modrinth","modrinth","required","required","Reinforced Chests","Adds reinforced chests.","https://cdn.modrinth.com/data/FWtAXlpg/37bdc239a59b54722d43f6c3078045b12b91aa4b_96.webp","https://github.com/Aton-Kish/reinforced-chests/issues","https://github.com/Aton-Kish/reinforced-chests","","","63950adb2b09852be5edeeebe63247841761d90cdf4e8d4dcf0749e8f057ae31"
"required","datapack","1.21.11","copper-recycling","fabric","3.1+mod","Better Copper Recycling","","Recycling","copper-recycling-3.1.jar","","","","3.1+mod","https://cdn.modrinth.com/data/fuupShGh/versions/iKvGo8w3/copper-recycling-3.1.jar","1.21.9","https://modrinth.com/datapack/copper-recycling","https://cdn.modrinth.com/data/fuupShGh/versions/iKvGo8w3/copper-recycling-3.1.jar","","","","","","","","modrinth","modrinth","optional","required","Better Copper Recycling","Recycle copper items and blocks (plus their variants) into copper nuggets and ingots","https://cdn.modrinth.com/data/fuupShGh/26f5119cbb8de07d15469ebea2578a258676b22a_96.webp","https://github.com/not-blue/copper-recycling/issues","https://github.com/not-blue/copper-recycling","","1.21.9,1.21.10,1.21.11","d18d0ec4de63273973b69a0af51e9b3495ddfaeed18b1f257b2a574363f316f5"
"required","mod","1.21.11","custom-portals","fabric","3.12.1","Custom Portals","","World & Exploration","CustomPortals-3.12.1+1.21.11.jar","","","26.1.2","3.12.1","https://cdn.modrinth.com/data/38pHU3u5/versions/iRHI0P4r/CustomPortals-3.12.1%2B1.21.11.jar","1.21.11","https://modrinth.com/mod/custom-portals","https://cdn.modrinth.com/data/38pHU3u5/versions/iRHI0P4r/CustomPortals-3.12.1%2B1.21.11.jar","","required: 1eAoo2KR,K01OU20C,P7dR8mSH; optional: mOgUt4GM","","","","","","modrinth","modrinth","required","required","Custom Portals","Custom Portals is a mod for Minecraft that allows you to construct inter- and intradimensional portals out of any block.","https://cdn.modrinth.com/data/38pHU3u5/9e4ea581b393acb6718c632338dbd7d34b9eefc4.png","https://github.com/Palyon-dev/CustomPortals/issues","https://github.com/Palyon-dev/CustomPortals","","","4e2e7cab90be55e3f8380c59a08f087c157330bd301506b22d846ac0efa4bcaf"
"required","datapack","1.21.11","diamond-recycling","fabric","1.5.1+mod","Diamond Recycling","","Recycling","diamond-recycling-1.5.1.jar","","","","1.5.1+mod","https://cdn.modrinth.com/data/jw67t8zN/versions/x7G240v2/diamond-recycling-1.5.1.jar","1.21.9","https://modrinth.com/datapack/diamond-recycling","https://cdn.modrinth.com/data/jw67t8zN/versions/x7G240v2/diamond-recycling-1.5.1.jar","","","","","","","","modrinth","modrinth","optional","required","Diamond Recycling","Recycle diamond tools, diamond armor, and smithing templates into diamonds through crafting.","https://cdn.modrinth.com/data/jw67t8zN/d00ddacf5464d72a976c937e0390775636e80351_96.webp","https://github.com/not-blue/diamond-recycling/issues","https://github.com/not-blue/diamond-recycling","","1.21.9,1.21.10,1.21.11,26.1,26.1.1,26.1.2","a9923a41069fdad429a26470d7f29272dc40e756d2ea3ad45ee4fed2d18c4ac3"
"required","mod","1.21.11","fabricproxy-lite","fabric","v2.11.0","FabricProxy-Lite","","Multiplayer & Server","FabricProxy-Lite-2.11.0.jar","","","26.1.2","v2.11.0","https://cdn.modrinth.com/data/8dI2tmqs/versions/nR8AIdvx/FabricProxy-Lite-2.11.0.jar","1.21.11","https://modrinth.com/mod/fabricproxy-lite","https://cdn.modrinth.com/data/8dI2tmqs/versions/nR8AIdvx/FabricProxy-Lite-2.11.0.jar","","required: P7dR8mSH","","","","","","modrinth","modrinth","unsupported","required","FabricProxy-Lite","Fabric mod for support forward player data from velocity","https://cdn.modrinth.com/data/8dI2tmqs/a2ad5fcbee9693cf44807248d82e6fc6c6fca4fb_96.webp","https://github.com/OKTW-Network/FabricProxy-Lite/issues","https://github.com/OKTW-Network/FabricProxy-Lite","","","f584c5ed6ff3be784928221a67fe7fd023a6cf8fc99da8152df9d67c4c96d17d"
"required","mod","1.21.11","furnace-recycle","fabric","1.21.11-2.6-fabric+forge+neo","Furnace Recycle","","Recycling","furnacerecycle-1.21.11-2.6.jar","","","26.1.2","1.21.11-2.6-fabric+forge+neo","https://cdn.modrinth.com/data/HyKmtI3L/versions/Z8606hg0/furnacerecycle-1.21.11-2.6.jar","1.21.11","https://modrinth.com/mod/furnace-recycle","https://cdn.modrinth.com/data/HyKmtI3L/versions/Z8606hg0/furnacerecycle-1.21.11-2.6.jar","","required: e0M1UDsY","","","","","","modrinth","modrinth","unsupported","required","Furnace Recycle","🔨 All metal-containing items are recyclable in a furnace and return raw materials.","https://cdn.modrinth.com/data/HyKmtI3L/a30124c0ece399b86c8f7dac935499357d355373_96.webp","https://github.com/Serilum/.issue-tracker/labels/Mod: Furnace Recycle","https://github.com/Serilum/Furnace-Recycle","","","18f01c1165cb7c02a43e214563cbf40a877a343170c5ee251f45c87cb345c8c4"
"required","datapack","1.21.11","netherite-recycling","fabric","2.1+mod","Netherite Recycling","","Recycling","netherite-recycling-2.1.jar","","","","2.1+mod","https://cdn.modrinth.com/data/9nhO1kCg/versions/oCpW8eXv/netherite-recycling-2.1.jar","1.21.9","https://modrinth.com/datapack/netherite-recycling","https://cdn.modrinth.com/data/9nhO1kCg/versions/oCpW8eXv/netherite-recycling-2.1.jar","","","","","","","","modrinth","modrinth","optional","required","Netherite Recycling","Recycle netherite tools and armor into netherite scraps via smelting or blasting.","https://cdn.modrinth.com/data/9nhO1kCg/14aec43a7a9e146c241402e1a318d5d4756bc113_96.webp","https://github.com/not-blue/netherite-recycling/issues","https://github.com/not-blue/netherite-recycling","","1.21.9,1.21.10,1.21.11","43699b1d9d18ed7aad90bd90f5e2aa0282bc1804dd445eae8c850af75b2af3e4"
"required","datapack","1.21.11","recycle-blast","fabric","v1.94.0+mod","Recycle Blast","","Recycling","recycle-blast-v1.94.0.jar","","","","v1.94.0+mod","https://cdn.modrinth.com/data/nasjrNgl/versions/N1qoqhg9/recycle-blast-v1.94.0.jar","1.19","https://modrinth.com/datapack/recycle-blast","https://cdn.modrinth.com/data/nasjrNgl/versions/N1qoqhg9/recycle-blast-v1.94.0.jar","","","","","","","","modrinth","modrinth","optional","required","Recycle Blast","Recycle armors, tools, weapons, and other metal objects with the blast furnace","https://cdn.modrinth.com/data/nasjrNgl/fe07d1c6f0650dc021e2e9a60721ff98ad939f10.png","https://github.com/MeeniMc/RecycleBlast/issues","https://github.com/MeeniMc/RecycleBlast","","1.19,1.19.1,1.19.2,1.19.3,1.19.4,1.20,1.20.1,1.20.2,1.20.3,1.20.4,1.20.5,1.20.6,1.21,1.21.1,1.21.2,1.21.3,1.21.4,1.21.5,1.21.6,1.21.7,1.21.8,1.21.9,1.21.10,1.21.11","3e89df84ce6c456dd2fd3499ff270066ce3aec42400dca633d27e8bbc6ec7b59"
"required","mod","1.21.11","servux","fabric","0.9.4","Servux","","Multiplayer & Server","servux-fabric-1.21.11-0.9.4.jar","","","26.1.2","0.9.4","https://cdn.modrinth.com/data/zQhsx8KF/versions/OsZuWfG0/servux-fabric-1.21.11-0.9.4.jar","1.21.11","https://modrinth.com/mod/servux","https://cdn.modrinth.com/data/zQhsx8KF/versions/OsZuWfG0/servux-fabric-1.21.11-0.9.4.jar","","","","","","","","modrinth","modrinth","unsupported","required","Servux","Servux is a server-side mod that provides support for some client-side mods, such as sending structure bounding boxes for MiniHUD","https://cdn.modrinth.com/data/zQhsx8KF/57cebce8838ddc7b27b46eb98abd7f2fb0b87105_96.webp","https://github.com/sakura-ryoko/servux/issues/","https://github.com/maruohon/servux/","","","298aeaf57c7983c32d49d15accab50ad6cde67435ea21a27a0972a4cec2567c4"
"required","mod","1.21.11","spark","fabric","1.10.170-fabric","spark","","Performance","spark-1.10.170-fabric.jar","","","26.1.2","1.10.170-fabric","https://cdn.modrinth.com/data/l6YH9Als/versions/gonLOAU1/spark-1.10.170-fabric.jar","1.21.11","https://modrinth.com/mod/spark","https://cdn.modrinth.com/data/l6YH9Als/versions/gonLOAU1/spark-1.10.170-fabric.jar","","","","","","","","modrinth","modrinth","optional","optional","spark","spark is a performance profiler for Minecraft clients, servers and proxies.","https://cdn.modrinth.com/data/l6YH9Als/61a777dd08a8447ac93e8b6372e6d27d48cd1e1a_96.webp","https://github.com/lucko/spark/issues","https://github.com/lucko/spark","https://spark.lucko.me/docs","","a3b3efaabd07225bbbe2594d01aea93d45206cdba0ab226806f7111f49c8fb76"
"required","mod","1.21.11","simple-voice-chat","fabric","fabric-1.21.11-2.6.20","Simple Voice Chat","","Multiplayer & Server","voicechat-fabric-1.21.11-2.6.20.jar","","","26.1.2","fabric-1.21.11-2.6.20","https://cdn.modrinth.com/data/9eGKb6K1/versions/tiSyltLv/voicechat-fabric-1.21.11-2.6.20.jar","1.21.11","https://modrinth.com/plugin/simple-voice-chat","https://cdn.modrinth.com/data/9eGKb6K1/versions/tiSyltLv/voicechat-fabric-1.21.11-2.6.20.jar","","optional: 9s6osm5g,mOgUt4GM,qyVF9oeo,SRlzjEBS,UL4bJFDY,Vebnzrzj,YlKdE5VK","","","","","","modrinth","modrinth","optional","optional","Simple Voice Chat","A working voice chat in Minecraft!","https://cdn.modrinth.com/data/9eGKb6K1/icon.png","https://github.com/henkelmax/simple-voice-chat/issues","https://github.com/henkelmax/simple-voice-chat","https://modrepo.de/minecraft/voicechat/wiki","","d1971a6dfa2eaed1778e6165e91f88fb7564be6cd93145b5eaca1c4f85ae29ed"
"required","mod","1.21.11","exlines-wool-to-string","fabric","1.0.0","Exline's Wool to String","","Recycling","wooltostring-v1.0.0-fabric-1.21.11.jar","","","26.1.2","1.0.0","https://cdn.modrinth.com/data/m7fbbMbo/versions/M8iPdHrI/wooltostring-v1.0.0-fabric-1.21.5.jar","1.21.11","https://modrinth.com/mod/exlines-wool-to-string","https://cdn.modrinth.com/data/m7fbbMbo/versions/M8iPdHrI/wooltostring-v1.0.0-fabric-1.21.5.jar","","","","","","","","modrinth","modrinth","required","required","Exline's Wool to String","This mod allows you to craft string from any color of wool. Carpets can also be recycled for a little string now. For use on servers, this must be installed on both server and all clients.","https://cdn.modrinth.com/data/m7fbbMbo/1cba0f99f2557a41f40b6764abe6e4c581c59965_96.webp","","","","","c87daa4f88e7d1f941c9c4f50a2713e4ea02b6a2abfcbd28da8703ec671dcc15"
"required","mod","1.21.11","yacl","fabric","3.8.2+1.21.11-fabric","YetAnotherConfigLib (YACL)","","Core & Utility","yet_another_config_lib_v3-3.8.2+1.21.11-fabric.jar","","","26.1.2","3.8.2+1.21.11-fabric","https://cdn.modrinth.com/data/1eAoo2KR/versions/pHWDw3Vc/yet_another_config_lib_v3-3.8.2%2B1.21.11-fabric.jar","1.21.11","https://modrinth.com/mod/yacl","https://cdn.modrinth.com/data/1eAoo2KR/versions/pHWDw3Vc/yet_another_config_lib_v3-3.8.2%2B1.21.11-fabric.jar","","required: P7dR8mSH","","","","","","modrinth","modrinth","optional","optional","YetAnotherConfigLib (YACL)","A builder-based configuration library for Minecraft!","https://cdn.modrinth.com/data/1eAoo2KR/08c0cd32515e260f4bb20bbc0696510041523f9a_96.webp","https://github.com/isXander/YetAnotherConfigLib/issues","https://github.com/isXander/YetAnotherConfigLib","https://docs.isxander.dev/yet-another-config-lib","","3c72f79501b733223ea4585d55857b445c7d687c926ac62d6df6541947bd951a"
